alert_id,seconds_offset,timestamp,environment,service,severity,title,status,source,metric_name,metric_value,metric_unit,threshold,affected_users,error_rate_pct,pattern_key,is_duplicate_candidate,is_noise_candidate,correlation_id,incident_candidate_id,is_trigger
ALT-2026-06-10-0088,57,2026-06-10T10:00:57Z,MIRAGE,payments-service,P4,TLS handshake duration elevated for payments-service: 387ms,active,PITER-Monitor,tls_handshake,387,ms,warning,0,0.0,MIRAGE:payments-service:tls_handshake,true,true,CORRMIRAGEPAYMENTSSERVIC,INC-CAND-PAY-MIR-007,false
ALT-2026-06-10-0089,57,2026-06-10T10:00:57Z,MIRAGE,wallet-service,P4,Health check warning: wallet-service response time 664ms,active,Prometheus,health_latency,664,ms,warning,0,0.0,MIRAGE:wallet-service:health_latency,true,true,CORRMIRAGEWALLETSERVICE,INC-CAND-WAL-MIR-008,false
ALT-2026-06-10-0090,57,2026-06-10T10:00:57Z,GIB-UKGC,replication,P4,Background job queue delay on replication: 44.7s,active,PITER-Monitor,background_job_delay,44.7,s,warning,0,0.0,GIB-UKGC:replication:background_job_delay,true,true,CORRGIBUKGCREPLICATION,INC-CAND-REP-GIB-000,false
ALT-2026-06-10-0091,57,2026-06-10T10:00:57Z,NJ-DGE,replication,P2,replication 5xx rate above threshold: 7.2%,active,GuardDuty,5xx_rate,7.2,%,major,4500,4.12,NJ-DGE:replication:5xx_rate,false,false,CORRNJDGEREPLICATION,INC-CAND-REP-NJ--001,false
ALT-2026-06-10-0092,58,2026-06-10T10:00:58Z,GIB-UKGC,bet-service,P4,Health check warning: bet-service response time 782ms,active,PITER-Monitor,health_latency,782,ms,warning,0,0.0,GIB-UKGC:bet-service:health_latency,true,true,CORRGIBUKGCBETSERVICE,INC-CAND-BET-GIB-002,false
ALT-2026-06-10-0093,59,2026-06-10T10:00:59Z,MIRAGE,auth-service,P3,Connection pool pressure on auth-service: 86.7%,active,SyntheticCheck,connection_pool,86.7,%,degraded,50000,1.22,MIRAGE:auth-service:connection_pool,false,false,CORRMIRAGEAUTHSERVICE,INC-CAND-AUT-MIR-003,false
ALT-2026-06-10-0094,61,2026-06-10T10:01:01Z,MIRAGE,wallet-service,P3,Replication lag on wallet-service: 18.1s,active,GuardDuty,replication_lag,18.1,s,degraded,1500,0.37,MIRAGE:wallet-service:replication_lag,true,false,CORRMIRAGEWALLETSERVICE,INC-CAND-WAL-MIR-004,false
ALT-2026-06-10-0095,61,2026-06-10T10:01:01Z,MGM,payments-service,P4,payments-service memory utilization at 91.7%,active,GuardDuty,memory_utilization,91.7,%,warning,0,0.0,MGM:payments-service:memory_utilization,true,true,CORRMGMPAYMENTSSERVICE,INC-CAND-PAY-MGM-005,false
ALT-2026-06-10-0096,63,2026-06-10T10:01:03Z,GIB-UKGC,replication,P2,replication circuit breaker tripped briefly,active,PITER-Monitor,circuit_breaker,1,event,major,1500,1.1,GIB-UKGC:replication:circuit_breaker,false,false,CORRGIBUKGCREPLICATION,INC-CAND-REP-GIB-006,false
ALT-2026-06-10-0097,64,2026-06-10T10:01:04Z,NJ-DGE,wallet-service,P3,Replication lag on wallet-service: 19.4s,active,CloudWatch,replication_lag,19.4,s,degraded,0,2.03,NJ-DGE:wallet-service:replication_lag,false,false,CORRNJDGEWALLETSERVICE,INC-CAND-WAL-NJ--007,false
ALT-2026-06-10-0098,65,2026-06-10T10:01:05Z,GIB-UKGC,payments-service,P3,Replication lag on payments-service: 17.7s,active,CloudWatch,replication_lag,17.7,s,degraded,800,2.09,GIB-UKGC:payments-service:replication_lag,true,false,CORRGIBUKGCPAYMENTSSERVI,INC-CAND-PAY-GIB-008,false
ALT-2026-06-10-0099,65,2026-06-10T10:01:05Z,MGM,bet-service,P4,bet-service disk usage at 87.8%,active,Prometheus,disk_usage,87.8,%,warning,0,0.0,MGM:bet-service:disk_usage,true,true,CORRMGMBETSERVICE,INC-CAND-BET-MGM-000,false
ALT-2026-06-10-0100,66,2026-06-10T10:01:06Z,NJ-DGE,bet-service,P4,bet-service memory utilization at 80.4%,active,CloudWatch,memory_utilization,80.4,%,warning,0,0.0,NJ-DGE:bet-service:memory_utilization,true,true,CORRNJDGEBETSERVICE,INC-CAND-BET-NJ--001,false
ALT-2026-06-10-0101,67,2026-06-10T10:01:07Z,GIB-UKGC,game-service,P4,game-service disk usage at 83.4%,active,Prometheus,disk_usage,83.4,%,warning,0,0.0,GIB-UKGC:game-service:disk_usage,true,true,CORRGIBUKGCGAMESERVICE,INC-CAND-GAM-GIB-002,false
ALT-2026-06-10-0102,67,2026-06-10T10:01:07Z,MGM,promotion-engine,P4,TLS handshake duration elevated for promotion-engine: 503ms,active,PITER-Monitor,tls_handshake,503,ms,warning,0,0.0,MGM:promotion-engine:tls_handshake,true,true,CORRMGMPROMOTIONENGINE,INC-CAND-PRO-MGM-003,false
ALT-2026-06-10-0103,67,2026-06-10T10:01:07Z,MGM,bet-service,P4,bet-service cache hit rate changed to 75.6%,active,PITER-Monitor,cache_hit_rate,75.6,%,warning,0,0.0,MGM:bet-service:cache_hit_rate,true,true,CORRMGMBETSERVICE,INC-CAND-BET-MGM-004,false
ALT-2026-06-10-0104,68,2026-06-10T10:01:08Z,MIRAGE,redis-token-store,P4,Background job queue delay on redis-token-store: 44.4s,active,SyntheticCheck,background_job_delay,44.4,s,warning,0,0.0,MIRAGE:redis-token-store:background_job_delay,false,true,CORRMIRAGEREDISTOKENSTOR,INC-CAND-RED-MIR-005,false
ALT-2026-06-10-0105,70,2026-06-10T10:01:10Z,MGM,wallet-service,P4,TLS handshake duration elevated for wallet-service: 275ms,active,PITER-Monitor,tls_handshake,275,ms,warning,0,0.0,MGM:wallet-service:tls_handshake,true,true,CORRMGMWALLETSERVICE,INC-CAND-WAL-MGM-006,false
ALT-2026-06-10-0106,71,2026-06-10T10:01:11Z,MIRAGE,replication,P4,TLS handshake duration elevated for replication: 471ms,active,GuardDuty,tls_handshake,471,ms,warning,0,0.0,MIRAGE:replication:tls_handshake,true,true,CORRMIRAGEREPLICATION,INC-CAND-REP-MIR-007,false
ALT-2026-06-10-0107,71,2026-06-10T10:01:11Z,GIB-UKGC,wallet-service,P4,Background job queue delay on wallet-service: 45.7s,active,Prometheus,background_job_delay,45.7,s,warning,0,0.0,GIB-UKGC:wallet-service:background_job_delay,true,true,CORRGIBUKGCWALLETSERVICE,INC-CAND-WAL-GIB-008,false
ALT-2026-06-10-0108,71,2026-06-10T10:01:11Z,NJ-DGE,promotion-engine,P4,promotion-engine cache hit rate changed to 70.1%,active,Grafana,cache_hit_rate,70.1,%,warning,0,0.0,NJ-DGE:promotion-engine:cache_hit_rate,true,true,CORRNJDGEPROMOTIONENGINE,INC-CAND-PRO-NJ--000,false
ALT-2026-06-10-0109,73,2026-06-10T10:01:13Z,MIRAGE,replication,P3,Queue depth elevated on replication: 2262,active,CloudWatch,queue_depth,2262,messages,degraded,1500,1.12,MIRAGE:replication:queue_depth,false,false,CORRMIRAGEREPLICATION,INC-CAND-REP-MIR-001,false
ALT-2026-06-10-0110,75,2026-06-10T10:01:15Z,GIB-UKGC,wallet-service,P4,wallet-service memory utilization at 81.8%,active,SyntheticCheck,memory_utilization,81.8,%,warning,0,0.0,GIB-UKGC:wallet-service:memory_utilization,true,true,CORRGIBUKGCWALLETSERVICE,INC-CAND-WAL-GIB-002,false
ALT-2026-06-10-0111,76,2026-06-10T10:01:16Z,MGM,bet-service,P3,bet-service latency p95 increased to 2.5s,active,SyntheticCheck,latency_p95,2.5,s,degraded,4500,2.21,MGM:bet-service:latency_p95,true,false,CORRMGMBETSERVICE,INC-CAND-BET-MGM-003,false
ALT-2026-06-10-0112,78,2026-06-10T10:01:18Z,MGM,game-service,P4,game-service memory utilization at 84.4%,active,CloudWatch,memory_utilization,84.4,%,warning,0,0.0,MGM:game-service:memory_utilization,true,true,CORRMGMGAMESERVICE,INC-CAND-GAM-MGM-004,false
ALT-2026-06-10-0113,78,2026-06-10T10:01:18Z,MGM,wallet-service,P4,TLS handshake duration elevated for wallet-service: 388ms,active,PITER-Monitor,tls_handshake,388,ms,warning,0,0.0,MGM:wallet-service:tls_handshake,true,true,CORRMGMWALLETSERVICE,INC-CAND-WAL-MGM-005,false
ALT-2026-06-10-0114,79,2026-06-10T10:01:19Z,GIB-UKGC,redis-token-store,P4,TLS handshake duration elevated for redis-token-store: 536ms,active,SyntheticCheck,tls_handshake,536,ms,warning,0,0.0,GIB-UKGC:redis-token-store:tls_handshake,true,true,CORRGIBUKGCREDISTOKENSTO,INC-CAND-RED-GIB-006,false
ALT-2026-06-10-0115,79,2026-06-10T10:01:19Z,MGM,game-service,P4,Health check warning: game-service response time 533ms,active,CloudWatch,health_latency,533,ms,warning,0,0.0,MGM:game-service:health_latency,false,true,CORRMGMGAMESERVICE,INC-CAND-GAM-MGM-007,false
ALT-2026-06-10-0116,79,2026-06-10T10:01:19Z,GIB-UKGC,redis-token-store,P4,redis-token-store disk usage at 83.3%,active,PITER-Monitor,disk_usage,83.3,%,warning,0,0.0,GIB-UKGC:redis-token-store:disk_usage,true,true,CORRGIBUKGCREDISTOKENSTO,INC-CAND-RED-GIB-008,false
ALT-2026-06-10-0117,79,2026-06-10T10:01:19Z,MIRAGE,redis-token-store,P4,redis-token-store cache hit rate changed to 70.1%,active,GuardDuty,cache_hit_rate,70.1,%,warning,0,0.0,MIRAGE:redis-token-store:cache_hit_rate,true,true,CORRMIRAGEREDISTOKENSTOR,INC-CAND-RED-MIR-000,false
ALT-2026-06-10-0118,80,2026-06-10T10:01:20Z,GIB-UKGC,wallet-service,P4,wallet-service disk usage at 72.8%,active,Prometheus,disk_usage,72.8,%,warning,0,0.0,GIB-UKGC:wallet-service:disk_usage,true,true,CORRGIBUKGCWALLETSERVICE,INC-CAND-WAL-GIB-001,false
ALT-2026-06-10-0119,80,2026-06-10T10:01:20Z,MIRAGE,promotion-engine,P4,promotion-engine cache hit rate changed to 74.9%,active,Grafana,cache_hit_rate,74.9,%,warning,0,0.0,MIRAGE:promotion-engine:cache_hit_rate,true,true,CORRMIRAGEPROMOTIONENGIN,INC-CAND-PRO-MIR-002,false
ALT-2026-06-10-0120,80,2026-06-10T10:01:20Z,MGM,wallet-service,P3,Connection pool pressure on wallet-service: 82.0%,active,SyntheticCheck,connection_pool,82.0,%,degraded,12000,1.37,MGM:wallet-service:connection_pool,true,false,CORRMGMWALLETSERVICE,INC-CAND-WAL-MGM-003,false
ALT-2026-06-10-0121,81,2026-06-10T10:01:21Z,GIB-UKGC,bet-service,P4,bet-service disk usage at 75.4%,active,CloudWatch,disk_usage,75.4,%,warning,0,0.0,GIB-UKGC:bet-service:disk_usage,true,true,CORRGIBUKGCBETSERVICE,INC-CAND-BET-GIB-004,false
ALT-2026-06-10-0122,81,2026-06-10T10:01:21Z,MGM,game-service,P3,game-service latency p95 increased to 1.6s,active,Grafana,latency_p95,1.6,s,degraded,4500,0.69,MGM:game-service:latency_p95,false,false,CORRMGMGAMESERVICE,INC-CAND-GAM-MGM-005,false
ALT-2026-06-10-0123,81,2026-06-10T10:01:21Z,GIB-UKGC,replication,P4,replication cache hit rate changed to 79.5%,active,PITER-Monitor,cache_hit_rate,79.5,%,warning,0,0.0,GIB-UKGC:replication:cache_hit_rate,true,true,CORRGIBUKGCREPLICATION,INC-CAND-REP-GIB-006,false
ALT-2026-06-10-0124,82,2026-06-10T10:01:22Z,MGM,wallet-service,P4,TLS handshake duration elevated for wallet-service: 419ms,active,Prometheus,tls_handshake,419,ms,warning,0,0.0,MGM:wallet-service:tls_handshake,true,true,CORRMGMWALLETSERVICE,INC-CAND-WAL-MGM-007,false
ALT-2026-06-10-0125,82,2026-06-10T10:01:22Z,GIB-UKGC,game-service,P4,game-service cache hit rate changed to 64.4%,active,GuardDuty,cache_hit_rate,64.4,%,warning,0,0.0,GIB-UKGC:game-service:cache_hit_rate,true,true,CORRGIBUKGCGAMESERVICE,INC-CAND-GAM-GIB-008,false
ALT-2026-06-10-0126,83,2026-06-10T10:01:23Z,MGM,promotion-engine,P2,promotion-engine 5xx rate above threshold: 3.7%,active,Prometheus,5xx_rate,3.7,%,major,0,1.32,MGM:promotion-engine:5xx_rate,false,false,CORRMGMPROMOTIONENGINE,INC-CAND-PRO-MGM-000,false
ALT-2026-06-10-0127,83,2026-06-10T10:01:23Z,MGM,game-service,P4,game-service disk usage at 76.0%,active,CloudWatch,disk_usage,76.0,%,warning,0,0.0,MGM:game-service:disk_usage,true,true,CORRMGMGAMESERVICE,INC-CAND-GAM-MGM-001,false
ALT-2026-06-10-0128,83,2026-06-10T10:01:23Z,MGM,payments-service,P4,Health check warning: payments-service response time 860ms,active,CloudWatch,health_latency,860,ms,warning,0,0.0,MGM:payments-service:health_latency,true,true,CORRMGMPAYMENTSSERVICE,INC-CAND-PAY-MGM-002,false
ALT-2026-06-10-0129,84,2026-06-10T10:01:24Z,NJ-DGE,payments-service,P4,TLS handshake duration elevated for payments-service: 278ms,active,SyntheticCheck,tls_handshake,278,ms,warning,0,0.0,NJ-DGE:payments-service:tls_handshake,true,true,CORRNJDGEPAYMENTSSERVICE,INC-CAND-PAY-NJ--003,false
ALT-2026-06-10-0130,84,2026-06-10T10:01:24Z,MIRAGE,promotion-engine,P2,promotion-engine sync delay exceeding SLA: 45.9s,active,Prometheus,sync_delay,45.9,s,major,4500,3.16,MIRAGE:promotion-engine:sync_delay,false,false,CORRMIRAGEPROMOTIONENGIN,INC-CAND-PRO-MIR-004,false
ALT-2026-06-10-0131,85,2026-06-10T10:01:25Z,MGM,replication,P2,Failed transaction rate on replication: 4.0%,active,GuardDuty,transaction_failure,4.0,%,major,4500,2.16,MGM:replication:transaction_failure,false,false,CORRMGMREPLICATION,INC-CAND-REP-MGM-005,false
ALT-2026-06-10-0132,87,2026-06-10T10:01:27Z,GIB-UKGC,replication,P4,Health check warning: replication response time 766ms,active,Grafana,health_latency,766,ms,warning,0,0.0,GIB-UKGC:replication:health_latency,true,true,CORRGIBUKGCREPLICATION,INC-CAND-REP-GIB-006,false
ALT-2026-06-10-0133,90,2026-06-10T10:01:30Z,GIB-UKGC,bet-service,P3,bet-service latency p95 increased to 2.4s,active,GuardDuty,latency_p95,2.4,s,degraded,32000,0.8,GIB-UKGC:bet-service:latency_p95,false,false,CORRGIBUKGCBETSERVICE,INC-CAND-BET-GIB-001,false
ALT-2026-06-10-0134,91,2026-06-10T10:01:31Z,MIRAGE,wallet-service,P4,wallet-service cache hit rate changed to 74.4%,active,SyntheticCheck,cache_hit_rate,74.4,%,warning,0,0.0,MIRAGE:wallet-service:cache_hit_rate,false,true,CORRMIRAGEWALLETSERVICE,INC-CAND-WAL-MIR-008,false
ALT-2026-06-10-0135,92,2026-06-10T10:01:32Z,MGM,payments-service,P4,TLS handshake duration elevated for payments-service: 443ms,active,Prometheus,tls_handshake,443,ms,warning,0,0.0,MGM:payments-service:tls_handshake,true,true,CORRMGMPAYMENTSSERVICE,INC-CAND-PAY-MGM-000,false
ALT-2026-06-10-0136,92,2026-06-10T10:01:32Z,MGM,wallet-service,P4,Background job queue delay on wallet-service: 44.4s,active,SyntheticCheck,background_job_delay,44.4,s,warning,0,0.0,MGM:wallet-service:background_job_delay,true,true,CORRMGMWALLETSERVICE,INC-CAND-WAL-MGM-001,false
ALT-2026-06-10-0137,94,2026-06-10T10:01:34Z,MIRAGE,promotion-engine,P4,TLS handshake duration elevated for promotion-engine: 467ms,active,Prometheus,tls_handshake,467,ms,warning,0,0.0,MIRAGE:promotion-engine:tls_handshake,true,true,CORRMIRAGEPROMOTIONENGIN,INC-CAND-PRO-MIR-002,false
ALT-2026-06-10-0138,96,2026-06-10T10:01:36Z,MIRAGE,game-service,P4,game-service cache hit rate changed to 77.9%,active,SyntheticCheck,cache_hit_rate,77.9,%,warning,0,0.0,MIRAGE:game-service:cache_hit_rate,true,true,CORRMIRAGEGAMESERVICE,INC-CAND-GAM-MIR-003,false
ALT-2026-06-10-0139,98,2026-06-10T10:01:38Z,GIB-UKGC,replication,P3,Queue depth elevated on replication: 1093,active,GuardDuty,queue_depth,1093,messages,degraded,0,1.79,GIB-UKGC:replication:queue_depth,true,false,CORRGIBUKGCREPLICATION,INC-CAND-REP-GIB-004,false
ALT-2026-06-10-0140,98,2026-06-10T10:01:38Z,MGM,auth-service,P3,auth-service latency p95 increased to 2.9s,active,GuardDuty,latency_p95,2.9,s,degraded,800,2.32,MGM:auth-service:latency_p95,false,false,CORRMGMAUTHSERVICE,INC-CAND-AUT-MGM-005,false
ALT-2026-06-10-0141,98,2026-06-10T10:01:38Z,NJ-DGE,redis-token-store,P4,TLS handshake duration elevated for redis-token-store: 243ms,active,GuardDuty,tls_handshake,243,ms,warning,0,0.0,NJ-DGE:redis-token-store:tls_handshake,true,true,CORRNJDGEREDISTOKENSTORE,INC-CAND-RED-NJ--006,false
ALT-2026-06-10-0142,99,2026-06-10T10:01:39Z,NJ-DGE,replication,P4,Background job queue delay on replication: 45.8s,active,SyntheticCheck,background_job_delay,45.8,s,warning,0,0.0,NJ-DGE:replication:background_job_delay,false,true,CORRNJDGEREPLICATION,INC-CAND-REP-NJ--007,false
ALT-2026-06-10-0143,99,2026-06-10T10:01:39Z,MIRAGE,wallet-service,P2,wallet-service sync delay exceeding SLA: 45.0s,active,CloudWatch,sync_delay,45.0,s,major,1500,1.6,MIRAGE:wallet-service:sync_delay,true,false,CORRMIRAGEWALLETSERVICE,INC-CAND-WAL-MIR-008,false
ALT-2026-06-10-0144,102,2026-06-10T10:01:42Z,NJ-DGE,payments-service,P3,Failed login rate increased on payments-service: 1%,active,PITER-Monitor,failed_login_rate,1,%,degraded,1500,2.16,NJ-DGE:payments-service:failed_login_rate,false,false,CORRNJDGEPAYMENTSSERVICE,INC-CAND-PAY-NJ--000,false
ALT-2026-06-10-0145,102,2026-06-10T10:01:42Z,MGM,bet-service,P4,TLS handshake duration elevated for bet-service: 267ms,active,Prometheus,tls_handshake,267,ms,warning,0,0.0,MGM:bet-service:tls_handshake,true,true,CORRMGMBETSERVICE,INC-CAND-BET-MGM-001,false
ALT-2026-06-10-0146,103,2026-06-10T10:01:43Z,MIRAGE,auth-service,P4,auth-service memory utilization at 81.4%,active,SyntheticCheck,memory_utilization,81.4,%,warning,0,0.0,MIRAGE:auth-service:memory_utilization,true,true,CORRMIRAGEAUTHSERVICE,INC-CAND-AUT-MIR-002,false
ALT-2026-06-10-0147,103,2026-06-10T10:01:43Z,MIRAGE,game-service,P2,Failed transaction rate on game-service: 5.7%,active,Grafana,transaction_failure,5.7,%,major,1500,4.36,MIRAGE:game-service:transaction_failure,false,false,CORRMIRAGEGAMESERVICE,INC-CAND-GAM-MIR-003,false
ALT-2026-06-10-0148,105,2026-06-10T10:01:45Z,MIRAGE,promotion-engine,P4,Health check warning: promotion-engine response time 725ms,active,Prometheus,health_latency,725,ms,warning,0,0.0,MIRAGE:promotion-engine:health_latency,true,true,CORRMIRAGEPROMOTIONENGIN,INC-CAND-PRO-MIR-004,false
ALT-2026-06-10-0149,105,2026-06-10T10:01:45Z,NJ-DGE,payments-service,P2,External provider latency impacting payments-service: 4.1s,active,Prometheus,provider_latency,4.1,s,major,4500,3.97,NJ-DGE:payments-service:provider_latency,false,false,CORRNJDGEPAYMENTSSERVICE,INC-CAND-PAY-NJ--005,false
ALT-2026-06-10-0150,108,2026-06-10T10:01:48Z,MGM,wallet-service,P3,wallet-service latency p95 increased to 3.4s,active,Prometheus,latency_p95,3.4,s,degraded,1500,1.29,MGM:wallet-service:latency_p95,true,false,CORRMGMWALLETSERVICE,INC-CAND-WAL-MGM-006,false
ALT-2026-06-10-0151,108,2026-06-10T10:01:48Z,MIRAGE,payments-service,P4,Health check warning: payments-service response time 543ms,active,Grafana,health_latency,543,ms,warning,0,0.0,MIRAGE:payments-service:health_latency,true,true,CORRMIRAGEPAYMENTSSERVIC,INC-CAND-PAY-MIR-007,false
ALT-2026-06-10-0152,108,2026-06-10T10:01:48Z,MIRAGE,payments-service,P4,payments-service memory utilization at 80.7%,active,PITER-Monitor,memory_utilization,80.7,%,warning,0,0.0,MIRAGE:payments-service:memory_utilization,true,true,CORRMIRAGEPAYMENTSSERVIC,INC-CAND-PAY-MIR-008,false
ALT-2026-06-10-0153,109,2026-06-10T10:01:49Z,NJ-DGE,replication,P4,replication disk usage at 70.7%,active,Grafana,disk_usage,70.7,%,warning,0,0.0,NJ-DGE:replication:disk_usage,true,true,CORRNJDGEREPLICATION,INC-CAND-REP-NJ--000,false
ALT-2026-06-10-0154,109,2026-06-10T10:01:49Z,MIRAGE,promotion-engine,P4,TLS handshake duration elevated for promotion-engine: 202ms,active,PITER-Monitor,tls_handshake,202,ms,warning,0,0.0,MIRAGE:promotion-engine:tls_handshake,true,true,CORRMIRAGEPROMOTIONENGIN,INC-CAND-PRO-MIR-001,false
ALT-2026-06-10-0155,109,2026-06-10T10:01:49Z,MIRAGE,auth-service,P4,auth-service memory utilization at 88.0%,active,CloudWatch,memory_utilization,88.0,%,warning,0,0.0,MIRAGE:auth-service:memory_utilization,true,true,CORRMIRAGEAUTHSERVICE,INC-CAND-AUT-MIR-002,false
ALT-2026-06-10-0156,110,2026-06-10T10:01:50Z,MIRAGE,redis-token-store,P4,redis-token-store memory utilization at 76.0%,active,Grafana,memory_utilization,76.0,%,warning,0,0.0,MIRAGE:redis-token-store:memory_utilization,true,true,CORRMIRAGEREDISTOKENSTOR,INC-CAND-RED-MIR-003,false
ALT-2026-06-10-0157,110,2026-06-10T10:01:50Z,NJ-DGE,payments-service,P4,Health check warning: payments-service response time 749ms,active,PITER-Monitor,health_latency,749,ms,warning,0,0.0,NJ-DGE:payments-service:health_latency,true,true,CORRNJDGEPAYMENTSSERVICE,INC-CAND-PAY-NJ--004,false
ALT-2026-06-10-0158,110,2026-06-10T10:01:50Z,NJ-DGE,redis-token-store,P4,Background job queue delay on redis-token-store: 45.7s,active,Prometheus,background_job_delay,45.7,s,warning,0,0.0,NJ-DGE:redis-token-store:background_job_delay,false,true,CORRNJDGEREDISTOKENSTORE,INC-CAND-RED-NJ--005,false
ALT-2026-06-10-0159,111,2026-06-10T10:01:51Z,MIRAGE,bet-service,P4,bet-service cache hit rate changed to 64.8%,active,Grafana,cache_hit_rate,64.8,%,warning,0,0.0,MIRAGE:bet-service:cache_hit_rate,false,true,CORRMIRAGEBETSERVICE,INC-CAND-BET-MIR-006,false
ALT-2026-06-10-0160,112,2026-06-10T10:01:52Z,MGM,bet-service,P4,bet-service memory utilization at 80.2%,active,SyntheticCheck,memory_utilization,80.2,%,warning,0,0.0,MGM:bet-service:memory_utilization,true,true,CORRMGMBETSERVICE,INC-CAND-BET-MGM-007,false
ALT-2026-06-10-0161,112,2026-06-10T10:01:52Z,NJ-DGE,replication,P4,replication memory utilization at 80.3%,active,GuardDuty,memory_utilization,80.3,%,warning,0,0.0,NJ-DGE:replication:memory_utilization,true,true,CORRNJDGEREPLICATION,INC-CAND-REP-NJ--008,false
ALT-2026-06-10-0162,113,2026-06-10T10:01:53Z,MIRAGE,promotion-engine,P4,Background job queue delay on promotion-engine: 44.6s,active,CloudWatch,background_job_delay,44.6,s,warning,0,0.0,MIRAGE:promotion-engine:background_job_delay,true,true,CORRMIRAGEPROMOTIONENGIN,INC-CAND-PRO-MIR-000,false
ALT-2026-06-10-0163,113,2026-06-10T10:01:53Z,GIB-UKGC,promotion-engine,P3,Queue depth elevated on promotion-engine: 1312,active,PITER-Monitor,queue_depth,1312,messages,degraded,0,2.04,GIB-UKGC:promotion-engine:queue_depth,true,false,CORRGIBUKGCPROMOTIONENGI,INC-CAND-PRO-GIB-001,false
ALT-2026-06-10-0164,113,2026-06-10T10:01:53Z,MIRAGE,redis-token-store,P4,Health check warning: redis-token-store response time 548ms,active,SyntheticCheck,health_latency,548,ms,warning,0,0.0,MIRAGE:redis-token-store:health_latency,true,true,CORRMIRAGEREDISTOKENSTOR,INC-CAND-RED-MIR-002,false
ALT-2026-06-10-0165,113,2026-06-10T10:01:53Z,MGM,bet-service,P4,Health check warning: bet-service response time 593ms,active,GuardDuty,health_latency,593,ms,warning,0,0.0,MGM:bet-service:health_latency,true,true,CORRMGMBETSERVICE,INC-CAND-BET-MGM-003,false
ALT-2026-06-10-0166,114,2026-06-10T10:01:54Z,MIRAGE,promotion-engine,P4,Health check warning: promotion-engine response time 625ms,active,Grafana,health_latency,625,ms,warning,0,0.0,MIRAGE:promotion-engine:health_latency,true,true,CORRMIRAGEPROMOTIONENGIN,INC-CAND-PRO-MIR-004,false
ALT-2026-06-10-0167,115,2026-06-10T10:01:55Z,GIB-UKGC,game-service,P4,Background job queue delay on game-service: 45.2s,active,Grafana,background_job_delay,45.2,s,warning,0,0.0,GIB-UKGC:game-service:background_job_delay,true,true,CORRGIBUKGCGAMESERVICE,INC-CAND-GAM-GIB-005,false
ALT-2026-06-10-0168,115,2026-06-10T10:01:55Z,MGM,game-service,P3,game-service latency p95 increased to 1.8s,active,Prometheus,latency_p95,1.8,s,degraded,1500,0.97,MGM:game-service:latency_p95,false,false,CORRMGMGAMESERVICE,INC-CAND-GAM-MGM-006,false
ALT-2026-06-10-0169,116,2026-06-10T10:01:56Z,MGM,promotion-engine,P4,promotion-engine cache hit rate changed to 64.8%,active,GuardDuty,cache_hit_rate,64.8,%,warning,0,0.0,MGM:promotion-engine:cache_hit_rate,true,true,CORRMGMPROMOTIONENGINE,INC-CAND-PRO-MGM-007,false
ALT-2026-06-10-0170,117,2026-06-10T10:01:57Z,GIB-UKGC,bet-service,P4,Background job queue delay on bet-service: 45.7s,active,GuardDuty,background_job_delay,45.7,s,warning,0,0.0,GIB-UKGC:bet-service:background_job_delay,true,true,CORRGIBUKGCBETSERVICE,INC-CAND-BET-GIB-001,false
ALT-2026-06-10-0171,117,2026-06-10T10:01:57Z,GIB-UKGC,auth-service,P3,Failed login rate increased on auth-service: 10.5%,active,PITER-Monitor,failed_login_rate,10.5,%,degraded,4500,0.38,GIB-UKGC:auth-service:failed_login_rate,true,false,CORRGIBUKGCAUTHSERVICE,INC-CAND-AUT-GIB-000,false
ALT-2026-06-10-0172,118,2026-06-10T10:01:58Z,MIRAGE,replication,P4,TLS handshake duration elevated for replication: 216ms,active,Prometheus,tls_handshake,216,ms,warning,0,0.0,MIRAGE:replication:tls_handshake,true,true,CORRMIRAGEREPLICATION,INC-CAND-REP-MIR-001,false
ALT-2026-06-10-0173,118,2026-06-10T10:01:58Z,MGM,replication,P4,replication cache hit rate changed to 77.7%,active,Prometheus,cache_hit_rate,77.7,%,warning,0,0.0,MGM:replication:cache_hit_rate,true,true,CORRMGMREPLICATION,INC-CAND-REP-MGM-002,false
ALT-2026-06-10-0174,118,2026-06-10T10:01:58Z,MGM,replication,P4,replication disk usage at 87.3%,active,PITER-Monitor,disk_usage,87.3,%,warning,0,0.0,MGM:replication:disk_usage,true,true,CORRMGMREPLICATION,INC-CAND-REP-MGM-003,false
ALT-2026-06-10-0175,120,2026-06-10T10:02:00Z,GIB-UKGC,redis-token-store,P4,Health check warning: redis-token-store response time 663ms,active,SyntheticCheck,health_latency,663,ms,warning,0,0.0,GIB-UKGC:redis-token-store:health_latency,true,true,CORRGIBUKGCREDISTOKENSTO,INC-CAND-RED-GIB-004,false
ALT-2026-06-10-0176,120,2026-06-10T10:02:00Z,MIRAGE,game-service,P2,Failed transaction rate on game-service: 1%,active,SyntheticCheck,transaction_failure,1,%,major,0,2.2,MIRAGE:game-service:transaction_failure,false,false,CORRMIRAGEGAMESERVICE,INC-CAND-GAM-MIR-005,false
